Barco	10046	8882	177.4191	-2.0217	181.3973	2.6976	2.5	2500	1000	1
Barco	10046	8882	177.9135	-2.0030	181.8793	2.5855	2.5	2500	1000	1
Barco	10046	8882	178.4080	-1.9842	182.3680	2.5166	2.5	2500	1000	1
Barco	10046	8882	178.9025	-1.9655	182.8609	2.5276	2.5	2500	1000	1
Barco	10046	8882	179.3970	-1.9469	183.3529	2.5803	2.5	2500	1000	1
Barco	10046	8882	179.8911	-1.9214	183.8463	2.6057	2.5	2500	1000	1
Barco	10046	8882	180.3847	-1.8872	184.3396	2.5769	2.5	2500	1000	1
Barco	10046	8882	180.8782	-1.8507	184.8297	2.5103	2.5	2500	1000	1
Barco	10046	8882	181.3717	-1.8143	185.3192	2.4381	2.5	2500	1000	1
Barco	10046	8882	181.8652	-1.7778	185.8109	2.3829	2.5	2500	1000	1
Barco	10046	8882	182.3592	-1.7531	186.3039	2.3416	2.5	2500	1000	1
Barco	10046	8882	182.8539	-1.7408	186.7952	2.2854	2.5	2500	1000	1
Barco	10046	8882	183.3486	-1.7285	187.2839	2.2079	2.5	2500	1000	1
Barco	10046	8882	183.8433	-1.7162	187.7497	2.0574	2.5	2500	1000	1
Barco	10046	8882	184.3379	-1.7039	188.1675	1.7970	2.5	2500	1000	1
Barco	10046	8882	184.8327	-1.6971	188.5408	1.4733	2.5	2500	1000	1
Barco	10046	8882	185.3275	-1.6975	188.8888	1.1217	2.5	2500	1000	1
Barco	10046	8882	185.8223	-1.6977	189.2323	0.7655	2.5	2500	1000	1
Barco	10046	8882	186.3171	-1.6977	189.6056	0.4439	2.5	2500	1000	1
Barco	10046	8882	186.8120	-1.6977	190.0415	0.2240	2.5	2500	1000	1
Barco	10046	8882	187.3068	-1.6977	190.5308	0.2243	2.5	2500	1000	1
Barco	10046	8882	187.8016	-1.6977	191.0252	0.2393	2.5	2500	1000	1
Barco	10046	8882	188.2965	-1.6977	191.5199	0.2462	2.5	2500	1000	1
Barco	10046	8882	188.7913	-1.6977	192.0124	0.2066	2.5	2500	1000	1
Barco	10046	8882	189.2861	-1.6983	192.4745	0.0431	2.5	2500	1000	1
Barco	10046	8882	189.7809	-1.7011	192.9188	-0.1745	2.5	2500	1000	1
Barco	10046	8882	190.2755	-1.6889	193.3908	-0.3114	2.5	2500	1000	1
Barco	10046	8882	190.7703	-1.6945	193.8814	-0.3682	2.5	2500	1000	1
Barco	10046	8882	191.2650	-1.7050	194.3651	-0.2920	2.5	2500	1000	1
Barco	10046	8882	191.7597	-1.7148	194.8423	-0.1613	2.5	2500	1000	1
Barco	10046	8882	192.2542	-1.6975	195.3278	-0.0693	2.5	2500	1000	1
Barco	10046	8908	192.7490	-1.7054	195.6814	-0.3787	2.5	2500	1000	1
Barco	10046	8908	193.2438	-1.7035	195.9908	-0.7627	2.5	2500	1000	1
Barco	10046	8908	193.7386	-1.7018	196.2355	-1.1912	2.5	2500	1000	1
Barco	10046	8908	194.2153	-1.7004	196.4100	-1.6524	2.5	2500	1000	1
Barco	10046	8908	194.7101	-1.6998	196.6938	-1.8786	2.5	2500	1000	1
Barco	10046	8908	195.2049	-1.6996	197.1688	-1.7449	2.5	2500	1000	1
Barco	10046	8908	195.6997	-1.6972	197.6330	-1.5737	2.5	2500	1000	1
Barco	10046	8908	196.1945	-1.6969	198.1034	-1.4210	2.5	2500	1000	1
Barco	10046	8908	196.6894	-1.7018	198.5819	-1.2954	2.5	2500	1000	1
Barco	10046	8908	197.1841	-1.7019	199.0685	-1.2128	2.5	2500	1000	1
Barco	10046	8908	197.6786	-1.7218	199.5626	-1.2015	2.5	2500	1000	1
Barco	10046	8908	198.1730	-1.7416	200.0561	-1.2331	2.5	2500	1000	1
Barco	10046	9287	198.6675	-1.7476	198.6776	-1.9778	2.5	2500	1000	1
Barco	10046	9287	199.1621	-1.7379	199.1723	-1.9890	2.5	2500	1000	1
Barco	10046	9287	199.6569	-1.7417	199.6670	-1.9991	2.5	2500	1000	1
Barco	10247	7823	199.7027	-1.5613	199.7132	-1.8483	2.5	2500	1000	1
Barco	10247	7823	200.1897	-1.5594	200.1995	-1.8222	2.5	2500	1000	1
