Barco	7610	13056	205.5061	-1.4937	210.1511	0.1555	2.5	2500	1000	1
Barco	7610	13056	205.8771	-1.5488	210.5262	0.1579	2.5	2500	1000	1
Barco	7610	13056	206.2512	-1.5739	210.9012	0.1508	2.5	2500	1000	1
Barco	7610	13056	206.6259	-1.5832	211.2762	0.1417	2.5	2500	1000	1
Barco	1045	12961	198.5990	-3.7233	198.6289	-3.8239	2.5	2500	1000	1
Barco	1045	12961	198.9929	-3.7323	199.0151	-3.8326	2.5	2500	1000	1
Barco	1045	12961	199.3868	-3.7412	199.4013	-3.8414	2.5	2500	1000	1
Barco	1045	12961	199.7807	-3.7490	199.7875	-3.8490	2.5	2500	1000	1
Barco	1053	12974	199.8266	-3.5982	199.8335	-3.6982	2.5	2500	1000	1
Barco	1053	12974	200.3130	-3.5720	200.3199	-3.6720	2.5	2500	1000	1
Barco	1053	12974	200.7993	-3.5459	200.8062	-3.6459	2.5	2500	1000	1
Barco	1053	12974	201.2856	-3.5197	201.2925	-3.6197	2.5	2500	1000	1
Barco	1053	12974	201.7720	-3.4936	201.7789	-3.5936	2.5	2500	1000	1
Barco	1053	12974	202.2588	-3.4795	202.2657	-3.5795	2.5	2500	1000	1
Barco	1053	12974	202.7445	-3.5114	202.7514	-3.6114	2.5	2500	1000	1
Barco	1053	12974	203.2308	-3.4986	203.2377	-3.5986	2.5	2500	1000	1
Barco	1053	12974	203.7156	-3.4528	203.7225	-3.5528	2.5	2500	1000	1
Barco	1053	12974	204.1968	-3.3786	204.2037	-3.4786	2.5	2500	1000	1
Barco	1053	12974	204.6779	-3.3032	204.6848	-3.4032	2.5	2500	1000	1
Barco	1053	12974	205.1630	-3.3012	205.1700	-3.4012	2.5	2500	1000	1
Barco	1053	12974	205.6485	-3.3389	205.6555	-3.4389	2.5	2500	1000	1
Barco	1053	12974	206.1344	-3.3341	206.1413	-3.4340	2.5	2500	1000	1
Barco	1053	12974	206.6202	-3.3002	206.6272	-3.4002	2.5	2500	1000	1
Barco	1052	13006	206.6522	-3.4519	206.6591	-3.5519	2.5	2500	1000	1
Barco	1052	13006	207.1151	-3.4160	207.1220	-3.5160	2.5	2500	1000	1
Barco	1052	13006	207.5779	-3.3801	207.5848	-3.4801	2.5	2500	1000	1
Barco	1052	13006	208.0408	-3.3442	208.0477	-3.4442	2.5	2500	1000	1
Barco	1052	13006	208.5033	-3.3042	208.5102	-3.4042	2.5	2500	1000	1
Barco	1050	13032	208.5211	-3.3640	208.5280	-3.4640	2.5	2500	1000	1
Barco	1050	13032	208.9225	-3.3279	208.9294	-3.4279	2.5	2500	1000	1
Barco	1050	13032	209.3242	-3.2956	209.3311	-3.3956	2.5	2500	1000	1
Barco	1050	13032	209.7263	-3.2688	209.7332	-3.3688	2.5	2500	1000	1
Barco	1050	13032	210.1286	-3.2450	210.1355	-3.3450	2.5	2500	1000	1
Barco	8688	13059	210.1615	-3.0251	210.1683	-3.1251	2.5	2500	1000	1
Barco	8688	13059	210.6320	-2.9973	210.6389	-3.0979	2.5	2500	1000	1
Barco	8688	13059	211.1022	-2.9639	211.1095	-3.0708	2.5	2500	1000	1
Barco	8688	13059	211.5724	-2.9306	211.5801	-3.0436	2.5	2500	1000	1
Barco	8688	13059	212.0428	-2.8995	212.0508	-3.0165	2.5	2500	1000	1
Barco	8688	13059	212.5136	-2.8763	212.5213	-2.9893	2.5	2500	1000	1
Barco	8688	13059	212.9843	-2.8522	212.9919	-2.9622	2.5	2500	1000	1
Barco	8688	13059	213.4551	-2.8276	213.4625	-2.9350	2.5	2500	1000	1
Barco	8688	13059	213.9258	-2.8027	213.9331	-2.9078	2.5	2500	1000	1
Barco	8688	13059	214.3965	-2.7780	214.4038	-2.8807	2.5	2500	1000	1
Barco	8688	13059	214.8673	-2.7537	214.8743	-2.8535	2.5	2500	1000	1
Barco	8688	13059	215.3380	-2.7294	215.3449	-2.8264	2.5	2500	1000	1
Barco	8688	13059	215.8088	-2.7051	215.8155	-2.7992	2.5	2500	1000	1
Barco	8688	13059	216.2795	-2.6807	216.2861	-2.7721	2.5	2500	1000	1
Barco	8688	13059	216.7503	-2.6564	216.7568	-2.7449	2.5	2500	1000	1
Barco	8688	13059	217.2211	-2.6321	217.2273	-2.7178	2.5	2500	1000	1
Barco	8688	13059	217.6920	-2.6130	217.6980	-2.6926	2.5	2500	1000	1
Barco	8688	13059	218.1632	-2.6106	218.1693	-2.6872	2.5	2500	1000	1
Bogota	8600	12841	125.0806	2.0040	134.6196	3.3121	2.5	2500	1000	1
Bogota	8600	12841	125.5092	1.8518	135.0355	3.1283	2.5	2500	1000	1
Bogota	6945	12860	134.6717	1.7780	143.9946	3.0501	2.5	2500	1000	1
Bogota	6945	12860	135.1239	1.6745	144.4483	2.9537	2.5	2500	1000	1
Bogota	6945	12860	135.5804	1.5930	144.9053	2.8743	2.5	2500	1000	1
Bogota	6945	12860	136.0421	1.5544	145.3683	2.8572	2.5	2500	1000	1
Bogota	6945	12860	136.5055	1.5568	145.8312	2.8825	2.5	2500	1000	1
Bogota	6945	12860	136.9685	1.5828	146.2947	2.8837	2.5	2500	1000	1
Bogota	6945	12860	137.4317	1.6076	146.7575	2.8556	2.5	2500	1000	1
Bogota	6945	12860	137.8951	1.6085	147.2154	2.7852	2.5	2500	1000	1
Bogota	6945	12860	138.3587	1.5955	147.6761	2.7540	2.5	2500	1000	1
Bogota	6945	12860	138.8218	1.6083	148.1399	2.7600	2.5	2500	1000	1
Bogota	6945	12860	139.2818	1.6655	148.5974	2.8161	2.5	2500	1000	1
C1	8840	13025	208.3766	-0.8951	208.3835	-0.9951	2.5	2500	1000	1
C1	8840	13025	208.8735	-0.9257	208.8799	-1.0257	2.5	2500	1000	1
C1	8840	13025	209.3674	-0.8654	209.3734	-0.9655	2.5	2500	1000	1
C1	8840	13025	209.8526	-0.7544	209.8581	-0.8547	2.5	2500	1000	1
C1	8840	13025	210.3469	-0.6959	210.3518	-0.7961	2.5	2500	1000	1
C1	8840	13025	210.8437	-0.6655	210.8482	-0.7656	2.5	2500	1000	1
C1	8840	13025	211.3387	-0.6130	211.3436	-0.7222	2.5	2500	1000	1
C1	8840	13025	211.8337	-0.5596	211.8390	-0.6785	2.5	2500	1000	1
C1	8840	13025	212.3312	-0.5452	212.3360	-0.6598	2.5	2500	1000	1
C1	8840	13025	212.8289	-0.5336	212.8330	-0.6445	2.5	2500	1000	1
C1	8840	13025	213.3265	-0.5213	213.3301	-0.6295	2.5	2500	1000	1
C1	8840	13025	213.8242	-0.5086	213.8272	-0.6144	2.5	2500	1000	1
C1	8840	13025	214.3218	-0.4961	214.3243	-0.5993	2.5	2500	1000	1
