207.8325	-2.4366	Barco	10151
208.3131	-2.3979	Barco	10151
208.7937	-2.3593	Barco	10151
209.2743	-2.3206	Barco	10151
209.5833	-2.2921	Barco	10151
209.6172	-2.2889	Barco	10151
209.6344	-2.3487	Barco	10160
210.0786	-2.3072	Barco	10160
210.5592	-2.2680	Barco	10160
211.0404	-2.2385	Barco	10160
211.1843	-2.2297	Barco	10160
211.2159	-2.0098	Barco	10171
211.4565	-1.9954	Barco	10171
211.6190	-1.9857	Barco	10171
212.9267	-1.8895	Barco	10171
213.1409	-1.8786	Barco	10171
213.3816	-1.8663	Barco	10171
213.6222	-1.8538	Barco	10171
213.8629	-1.8410	Barco	10171
214.1035	-1.8280	Barco	10171
214.3441	-1.8149	Barco	10171
214.5848	-1.8017	Barco	10171
214.8254	-1.7885	Barco	10171
215.0661	-1.7753	Barco	10171
215.3067	-1.7623	Barco	10171
215.5473	-1.7494	Barco	10171
215.7880	-1.7366	Barco	10171
216.0286	-1.7237	Barco	10171
216.2692	-1.7108	Barco	10171
216.5099	-1.6979	Barco	10171
216.7505	-1.6850	Barco	10171
216.9912	-1.6721	Barco	10171
217.2318	-1.6592	Barco	10171
217.4724	-1.6463	Barco	10171
217.7131	-1.6334	Barco	10171
217.9537	-1.6205	Barco	10171
218.1944	-1.6076	Barco	10171
218.4350	-1.5974	Barco	10171
218.6760	-1.5990	Barco	10171
218.9170	-1.5973	Barco	10171
218.9309	-1.5953	Barco	10171
199.9455	-2.7116	Barco	8232
200.4272	-2.7230	Barco	8232
200.9092	-2.7343	Barco	8232
201.0849	-2.7373	Barco	8232
201.1292	-2.5865	Barco	8235
201.6106	-2.5597	Barco	8235
202.0920	-2.5328	Barco	8235
202.5734	-2.5059	Barco	8235
203.0548	-2.4791	Barco	8235
203.5367	-2.4661	Barco	8235
204.0172	-2.5059	Barco	8235
204.4988	-2.4827	Barco	8235
204.9782	-2.4302	Barco	8235
205.4536	-2.3476	Barco	8235
205.9302	-2.2719	Barco	8235
206.4116	-2.2965	Barco	8235
206.8918	-2.3411	Barco	8235
207.3731	-2.3128	Barco	8235
207.6793	-2.2885	Barco	8235
187.0775	4.9892	Barco	8666
187.4807	4.8695	Barco	8666
187.9399	4.7334	Barco	8666
188.3989	4.6124	Barco	8666
188.8667	4.5652	Barco	8666
189.3236	4.6244	Barco	8666
189.7835	4.6912	Barco	8666
190.2409	4.7161	Barco	8666
190.7011	4.6914	Barco	8666
191.1628	4.6266	Barco	8666
191.6349	4.5493	Barco	8666
192.1120	4.5109	Barco	8666
192.5901	4.4686	Barco	8666
192.9055	4.4238	Barco	8666
193.2767	4.3565	Barco	9421
193.5436	4.3088	Barco	9421
193.9804	4.0842	Barco	9421
194.3599	3.7769	Barco	9421
194.7052	3.4290	Barco	9421
195.0343	3.0695	Barco	9421
195.3725	2.7153	Barco	9421
195.7698	2.4322	Barco	9421
196.0703	2.3441	Barco	9421
196.0897	2.3457	Barco	9421
200.0439	0.3424	Barco	9433
200.3645	-0.0201	Barco	9433
200.6286	-0.4385	Barco	9433
200.8322	-0.8916	Barco	9433
200.9559	-1.3656	Barco	9433
201.4345	-1.3118	Barco	9433
201.9008	-1.1847	Barco	9433
