27.000
0.0000	0.23050
60.0230	0.2305
60.2755	0.2264
60.7755	0.2288
61.2754	0.2374
61.7745	0.2671
62.2744	0.2546
62.7729	0.2934
63.2705	0.3416
63.7699	0.3195
64.2671	0.3724
64.7634	0.4327
65.2633	0.4280
65.7624	0.4555
66.2453	0.5848
66.7139	0.7502
67.1938	0.6109
67.6905	0.5533
68.1847	0.4776
68.6766	0.4148
69.1646	0.5227
69.5061	0.6276
69.6425	0.6695
70.1174	0.8247
70.5785	1.0176
71.0529	1.1743
71.5416	1.2562
72.0372	1.1908
72.5294	1.1038
73.0179	1.0003
73.5049	0.9166
73.9562	0.7110
74.0848	0.6906
74.4499	0.6325
74.9443	0.5616
75.4328	0.4569
75.9292	0.4003
76.4282	0.3707
76.4340	0.3701
76.9253	0.3180
77.4245	0.2920
77.9244	0.2940
77.9660	0.2955
78.4240	0.3127
78.4814	0.3146
78.7438	0.3233
78.7453	0.3233
78.9237	0.3292
79.1199	0.3305
79.4235	0.3326
79.9215	0.3339
79.9337	0.3361
80.4135	0.4225
80.9054	0.4891
81.4026	0.4377
81.8987	0.3905
82.3982	0.4126
82.8959	0.4535
83.3847	0.5536
83.5957	0.6062
83.8600	0.6720
83.8669	0.6737
84.0515	0.6764
84.0515	0.6764
84.3654	0.6810
84.8570	0.6010
85.0887	0.5471
85.3413	0.4884
85.8404	0.4581
86.3401	0.4435
86.8401	0.4376
87.3399	0.4471
87.8378	0.4807
88.3200	0.5535
88.3322	0.5554
88.7794	0.6421
88.8226	0.6505
89.3063	0.7772
89.7810	0.9285
90.2487	1.0861
90.7249	1.0322
91.1490	0.7678
91.5868	0.5429
92.0772	0.4887
92.5681	0.5753
93.0534	0.6932
93.5442	0.7877
94.0369	0.8594
94.5368	0.8685
94.9105	0.8961
95.0337	0.9053
95.5245	0.9150
95.9471	0.8288
96.0143	0.8151
96.5071	0.7913
97.0022	0.8612
97.4982	0.8731
97.9876	0.7778
98.4754	0.6753
98.9720	0.6169
99.4695	0.5679
99.9678	0.5654
100.4669	0.58950
100.9642	0.62700
101.4613	0.67350
101.9597	0.65590
102.4581	0.61890
102.9578	0.61430
103.4572	0.63700
103.9524	0.69980
104.4481	0.75120
104.9463	0.78660
105.4426	0.84730
105.9369	0.92180
106.4229	1.03580
106.9126	1.08970
107.4112	1.05220
107.9074	1.06930
108.4017	1.14440
108.8886	1.25410
109.3775	1.35310
109.8749	1.39980
110.3697	1.46440
110.8619	1.55190
111.3535	1.64310
111.8407	1.75500
112.3284	1.86450
112.8005	2.02080
113.2734	2.17890
113.7492	2.33110
114.2205	2.49800
114.6800	2.37320
115.1616	2.24590
115.6539	2.15950
116.1480	2.08290
116.6438	2.01850
117.1405	1.96030
117.6382	1.91370
118.0326	1.91520
118.1377	1.91560
118.6374	1.93260
119.1311	2.00580
119.1593	2.01390
119.6111	2.14390
119.8693	2.16610
120.1063	2.18640
120.4940	2.13820
120.6011	2.12490
121.0988	2.08110
121.5979	2.09920
122.0977	2.09840
122.5965	2.12760
123.0950	2.16650
123.5911	2.22870
124.0862	2.29870
124.5747	2.40420
125.0209	2.62470
125.4950	2.77930
125.9914	2.82610
126.4888	2.87710
126.9790	2.97430
127.4771	2.96090
127.9648	2.85310
128.4630	2.81680
128.9628	2.82700
129.2275	2.84960
129.2275	2.84960
129.4609	2.86940
129.9577	2.92630
130.4522	2.99990
130.9174	3.18100
131.4070	3.10410
131.9038	3.15090
132.4020	3.19390
132.8983	3.25470
133.3942	3.31870
133.8935	3.34530
134.3874	3.26950
134.8791	3.35980
135.3636	3.48340
135.8572	3.56280
136.0877	3.56920
136.3570	3.57680
136.8546	3.62590
137.3543	3.61810
137.8390	3.73850
138.3365	3.68980
138.8266	3.59060
139.3185	3.50110
139.8144	3.43800
140.3096	3.36790
140.8055	3.30460
141.2987	3.22510
141.7985	3.23730
142.2977	3.20870
142.7943	3.15080
143.2893	3.08120
143.7889	3.05990
144.2883	3.03600
144.7878	3.01530
145.2876	3.02660
145.7873	3.01030
146.2867	3.03340
146.7837	3.08810
147.2828	3.11720
147.7823	3.13960
148.2815	3.16710
148.7802	3.20360
149.2787	3.24240
149.7747	3.30550
150.2707	3.36780
150.7695	3.38690
151.2556	3.27660
151.6896	3.02940
152.1554	2.84910
152.6372	2.76180
153.1122	2.91440
153.6023	2.93940
154.0774	2.78580
154.4170	2.71420
154.4298	2.71150
154.5234	2.72100
154.5956	2.73380
154.9214	2.79200
155.4159	2.86610
155.9095	2.94560
156.4039	3.02030
156.7078	3.04200
156.9026	3.05590
157.4026	3.06070
