18.000
0.0000	0.00960
28.8469	0.0096
34.4413	0.0503
56.3336	0.2095
56.3525	0.2096
56.3781	0.2098
59.7685	0.2344
60.2685	0.2264
60.7685	0.2288
61.2684	0.2374
61.7675	0.2671
62.2674	0.2546
62.7659	0.2934
63.2635	0.3416
63.7629	0.3195
64.2601	0.3724
64.6644	0.4215
64.7564	0.4327
65.2564	0.4280
65.5499	0.3389
65.8242	0.2556
66.2881	0.2040
66.7518	0.1525
67.3703	-0.00210
68.0145	-0.00210
68.5556	0.0752
69.2256	0.4359
69.7152	0.5648
70.1104	0.8247
70.3322	0.9175
70.9275	1.1373
73.2423	1.4974
76.8947	1.8575
79.3124	2.1147
89.6522	2.6291
99.1173	3.4522
105.1359	3.34930
110.1258	3.09210
113.2637	3.19500
116.2210	3.01750
117.9466	3.25070
119.5098	3.03510
120.1028	2.81950
120.3905	2.85140
120.8023	2.85140
121.1633	2.91360
122.1816	3.25300
123.5394	3.02670
124.5578	2.74380
125.1801	2.68730
125.4583	2.76960
125.4880	2.77930
125.9844	2.82610
126.4818	2.87710
126.9720	2.97430
127.4701	2.96090
127.9578	2.85310
128.4560	2.81680
128.9558	2.82700
129.4539	2.86940
129.9507	2.92630
130.4452	2.99990
130.9104	3.18100
131.1574	3.14220
131.4000	3.10410
131.8968	3.15090
132.3950	3.19390
132.8913	3.25470
133.3872	3.31870
133.8864	3.34530
134.3805	3.26950
134.6028	3.31030
134.8721	3.35980
135.2316	3.45160
136.1832	2.80710
136.9944	1.92210
137.0091	1.90610
137.6097	1.53070
138.0602	1.45560
138.6608	1.23040
139.2615	1.23040
139.3958	1.23040
140.0123	1.23040
140.6129	1.38050
141.8142	1.98120
142.4899	2.50670
143.1657	2.65690
143.6273	3.06650
143.7818	3.05990
144.2813	3.03600
144.7808	3.01530
145.2806	3.02660
145.7802	3.01030
146.2797	3.03340
146.7766	3.08810
147.2758	3.11720
147.7753	3.13960
148.2745	3.16710
148.5142	3.18460
149.8478	2.65690
151.6555	2.25520
151.6555	2.25520
152.5506	2.05630
154.5778	1.15530
155.7040	0.47960
156.6801	0.25430
157.8813	0.10420
158.9185	0.05480
159.4580	0.02910
161.0347	-0.0460
162.1609	-0.0460
162.8626	0.16990
163.1369	0.25430
164.5634	1.08020
164.7052	1.20010
165.4905	1.86460
165.5395	1.90610
166.7408	2.50670
167.2439	2.66460
167.5812	2.56000
167.6771	2.53030
167.7085	2.52060
168.1783	2.35510
168.5337	2.24970
170.2695	2.73200
174.1737	3.55790
176.8016	3.48280
178.5913	3.22370
182.5076	2.65690
184.9895	2.45430
186.1865	2.35660
188.0635	2.13130
188.4195	1.94770
188.6087	2.02730
189.0322	2.29250
189.5775	1.90490
190.2645	1.42140
190.9769	0.60720
191.5367	0.50550
192.3764	0.73450
192.7325	1.06520
193.0634	1.29420
193.4195	1.31970
193.8012	1.31970
194.1903	1.56390
194.4965	1.65800
194.6653	1.70990
195.1631	1.67980
195.5704	1.54570
195.6304	1.52600
195.8949	1.29820
196.0034	1.20470
196.4841	1.06700
196.9608	0.91610
197.4205	0.87560
197.8477	1.12830
198.3971	1.00180
198.6517	0.96270
198.7914	0.94120
199.3374	0.91080
199.7317	0.91080
200.1867	1.09280
200.7630	1.00180
201.2030	1.04920
201.6961	0.96900
202.1868	0.87340
202.6768	0.77500
203.1691	0.69540
203.6589	0.73890
204.1482	0.80060
204.6290	0.88170
205.1090	0.99570
205.6072	1.03660
206.1051	1.03700
206.6040	1.02010
207.1031	1.00310
207.5936	0.91630
208.0809	0.91170
208.5762	0.93730
209.0679	0.85720
209.8451	0.85190
210.3550	0.93690
210.8012	0.97940
211.1200	1.02190
211.3962	1.04320
211.5382	1.03740
212.8935	1.08110
215.7104	1.29970
216.6722	1.21230
217.9402	1.16860
219.4704	1.29970
220.6946	1.21230
223.6475	1.11510
225.7077	1.07350
228.5380	1.01110
230.4942	0.94860
231.0457	0.87990
232.0178	0.85590
233.0030	0.68510
233.9828	0.48570
234.9723	0.42630
235.9721	0.41100
236.9721	0.39520
237.9719	0.37940
238.9718	0.36370
239.5802	0.38480
